mode,batch,previous,vector,file_search,windows_in,ssh_in,windows_out,ssh_out,allowed
GENERATE,False,True,False,False,False,False,False,True,True
GENERATE,False,True,False,False,False,False,True,False,True
GENERATE,False,True,False,False,False,False,True,True,True
GENERATE,False,True,False,False,False,True,False,False,True
GENERATE,False,True,False,False,False,True,False,True,True
GENERATE,False,True,False,False,False,True,True,False,True
GENERATE,False,True,False,False,False,True,True,True,True
GENERATE,False,True,False,False,True,False,False,False,True
GENERATE,False,True,False,False,True,False,False,True,True
GENERATE,False,True,False,False,True,False,True,False,True
GENERATE,False,True,False,False,True,False,True,True,True
GENERATE,False,True,False,False,True,True,False,False,True
GENERATE,False,True,False,False,True,True,False,True,True
GENERATE,False,True,False,False,True,True,True,False,True
GENERATE,False,True,False,False,True,True,True,True,True
GENERATE,False,True,False,True,False,False,False,False,True
GENERATE,False,True,False,True,False,False,False,True,True
GENERATE,False,True,False,True,False,False,True,False,True
GENERATE,False,True,False,True,False,False,True,True,True
GENERATE,False,True,False,True,False,True,False,False,True
GENERATE,False,True,False,True,False,True,False,True,True
GENERATE,False,True,False,True,False,True,True,False,True
GENERATE,False,True,False,True,False,True,True,True,True
GENERATE,False,True,False,True,True,False,False,False,True
GENERATE,False,True,False,True,True,False,False,True,True
GENERATE,False,True,False,True,True,False,True,False,True
GENERATE,False,True,False,True,True,False,True,True,True
GENERATE,False,True,False,True,True,True,False,False,True
GENERATE,False,True,False,True,True,True,False,True,True
GENERATE,False,True,False,True,True,True,True,False,True
GENERATE,False,True,False,True,True,True,True,True,True
GENERATE,False,True,True,False,False,False,False,False,False
GENERATE,False,True,True,False,False,False,False,True,False
GENERATE,False,True,True,False,False,False,True,False,False
GENERATE,False,True,True,False,False,False,True,True,False
GENERATE,False,True,True,False,False,True,False,False,False
GENERATE,False,True,True,False,False,True,False,True,False
GENERATE,False,True,True,False,False,True,True,False,False
GENERATE,False,True,True,False,False,True,True,True,False
GENERATE,False,True,True,False,True,False,False,False,False
GENERATE,False,True,True,False,True,False,False,True,False
GENERATE,False,True,True,False,True,False,True,False,False
GENERATE,False,True,True,False,True,False,True,True,False
GENERATE,False,True,True,False,True,True,False,False,False
GENERATE,False,True,True,False,True,True,False,True,False
GENERATE,False,True,True,False,True,True,True,False,False
GENERATE,False,True,True,False,True,True,True,True,False
GENERATE,False,True,True,True,False,False,False,False,True
GENERATE,False,True,True,True,False,False,False,True,True
GENERATE,False,True,True,True,False,False,True,False,True
GENERATE,False,True,True,True,False,False,True,True,True
GENERATE,False,True,True,True,False,True,False,False,True
GENERATE,False,True,True,True,False,True,False,True,True
GENERATE,False,True,True,True,False,True,True,False,True
GENERATE,False,True,True,True,False,True,True,True,True
GENERATE,False,True,True,True,True,False,False,False,True
GENERATE,False,True,True,True,True,False,False,True,True
GENERATE,False,True,True,True,True,False,True,False,True
GENERATE,False,True,True,True,True,False,True,True,True
GENERATE,False,True,True,True,True,True,False,False,True
GENERATE,False,True,True,True,True,True,False,True,True
GENERATE,False,True,True,True,True,True,True,False,True
GENERATE,False,True,True,True,True,True,True,True,True
GENERATE,True,False,False,False,False,False,False,False,True
GENERATE,True,False,False,False,False,False,False,True,False
GENERATE,True,False,False,False,False,False,True,False,False
GENERATE,True,False,False,False,False,False,True,True,False
GENERATE,True,False,False,False,False,True,False,False,True
GENERATE,True,False,False,False,False,True,False,True,False
GENERATE,True,False,False,False,False,True,True,False,False
GENERATE,True,False,False,False,False,True,True,True,False
GENERATE,True,False,False,False,True,False,False,False,True
GENERATE,True,False,False,False,True,False,False,True,False
GENERATE,True,False,False,False,True,False,True,False,False
GENERATE,True,False,False,False,True,False,True,True,False
GENERATE,True,False,False,False,True,True,False,False,True
GENERATE,True,False,False,False,True,True,False,True,False
GENERATE,True,False,False,False,True,True,True,False,False
GENERATE,True,False,False,False,True,True,True,True,False
GENERATE,True,False,False,True,False,False,False,False,True
GENERATE,True,False,False,True,False,False,False,True,False
GENERATE,True,False,False,True,False,False,True,False,False
GENERATE,True,False,False,True,False,False,True,True,False
GENERATE,True,False,False,True,False,True,False,False,True
GENERATE,True,False,False,True,False,True,False,True,False
GENERATE,True,False,False,True,False,True,True,False,False
GENERATE,True,False,False,True,False,True,True,True,False
GENERATE,True,False,False,True,True,False,False,False,True
GENERATE,True,False,False,True,True,False,False,True,False
GENERATE,True,False,False,True,True,False,True,False,False
GENERATE,True,False,False,True,True,False,True,True,False
GENERATE,True,False,False,True,True,True,False,False,True
GENERATE,True,False,False,True,True,True,False,True,False
GENERATE,True,False,False,True,True,True,True,False,False
GENERATE,True,False,False,True,True,True,True,True,False
GENERATE,True,False,True,False,False,False,False,False,False
GENERATE,True,False,True,False,False,False,False,True,False
GENERATE,True,False,True,False,False,False,True,False,False
GENERATE,True,False,True,False,False,False,True,True,False
GENERATE,True,False,True,False,False,True,False,False,False
GENERATE,True,False,True,False,False,True,False,True,False
GENERATE,True,False,True,False,False,True,True,False,False
GENERATE,True,False,True,False,False,True,True,True,False
GENERATE,True,False,True,False,True,False,False,False,False
GENERATE,True,False,True,False,True,False,False,True,False
GENERATE,True,False,True,False,True,False,True,False,False
GENERATE,True,False,True,False,True,False,True,True,False
GENERATE,True,False,True,False,True,True,False,False,False
GENERATE,True,False,True,False,True,True,False,True,False
GENERATE,True,False,True,False,True,True,True,False,False
GENERATE,True,False,True,False,True,True,True,True,False
GENERATE,True,False,True,True,False,False,False,False,True
GENERATE,True,False,True,True,False,False,False,True,False
GENERATE,True,False,True,True,False,False,True,False,False
GENERATE,True,False,True,True,False,False,True,True,False
GENERATE,True,False,True,True,False,True,False,False,True
GENERATE,True,False,True,True,False,True,False,True,False
GENERATE,True,False,True,True,False,True,True,False,False
GENERATE,True,False,True,True,False,True,True,True,False
GENERATE,True,False,True,True,True,False,False,False,True
GENERATE,True,False,True,True,True,False,False,True,False
GENERATE,True,False,True,True,True,False,True,False,False
GENERATE,True,False,True,True,True,False,True,True,False
GENERATE,True,False,True,True,True,True,False,False,True
GENERATE,True,False,True,True,True,True,False,True,False
GENERATE,True,False,True,True,True,True,True,False,False
GENERATE,True,False,True,True,True,True,True,True,False
GENERATE,True,True,False,False,False,False,False,False,True
GENERATE,True,True,False,False,False,False,False,True,False
GENERATE,True,True,False,False,False,False,True,False,False
GENERATE,True,True,False,False,False,False,True,True,False
GENERATE,True,True,False,False,False,True,False,False,True
GENERATE,True,True,False,False,False,True,False,True,False
GENERATE,True,True,False,False,False,True,True,False,False
GENERATE,True,True,False,False,False,True,True,True,False
GENERATE,True,True,False,False,True,False,False,False,True
GENERATE,True,True,False,False,True,False,False,True,False
GENERATE,True,True,False,False,True,False,True,False,False
GENERATE,True,True,False,False,True,False,True,True,False
GENERATE,True,True,False,False,True,True,False,False,True
GENERATE,True,True,False,False,True,True,False,True,False
GENERATE,True,True,False,False,True,True,True,False,False
GENERATE,True,True,False,False,True,True,True,True,False
GENERATE,True,True,False,True,False,False,False,False,True
GENERATE,True,True,False,True,False,False,False,True,False
GENERATE,True,True,False,True,False,False,True,False,False
GENERATE,True,True,False,True,False,False,True,True,False
GENERATE,True,True,False,True,False,True,False,False,True
GENERATE,True,True,False,True,False,True,False,True,False
GENERATE,True,True,False,True,False,True,True,False,False
GENERATE,True,True,False,True,False,True,True,True,False
GENERATE,True,True,False,True,True,False,False,False,True
GENERATE,True,True,False,True,True,False,False,True,False
GENERATE,True,True,False,True,True,False,True,False,False
GENERATE,True,True,False,True,True,False,True,True,False
GENERATE,True,True,False,True,True,True,False,False,True
GENERATE,True,True,False,True,True,True,False,True,False
GENERATE,True,True,False,True,True,True,True,False,False
GENERATE,True,True,False,True,True,True,True,True,False
GENERATE,True,True,True,False,False,False,False,False,False
GENERATE,True,True,True,False,False,False,False,True,False
GENERATE,True,True,True,False,False,False,True,False,False
GENERATE,True,True,True,False,False,False,True,True,False
GENERATE,True,True,True,False,False,True,False,False,False
GENERATE,True,True,True,False,False,True,False,True,False
GENERATE,True,True,True,False,False,True,True,False,False
GENERATE,True,True,True,False,False,True,True,True,False
GENERATE,True,True,True,False,True,False,False,False,False
GENERATE,True,True,True,False,True,False,False,True,False
GENERATE,True,True,True,False,True,False,True,False,False
GENERATE,True,True,True,False,True,False,True,True,False
GENERATE,True,True,True,False,True,True,False,False,False
GENERATE,True,True,True,False,True,True,False,True,False
GENERATE,True,True,True,False,True,True,True,False,False
GENERATE,True,True,True,False,True,True,True,True,False
GENERATE,True,True,True,True,False,False,False,False,True
GENERATE,True,True,True,True,False,False,False,True,False
GENERATE,True,True,True,True,False,False,True,False,False
GENERATE,True,True,True,True,False,False,True,True,False
GENERATE,True,True,True,True,False,True,False,False,True
GENERATE,True,True,True,True,False,True,False,True,False
GENERATE,True,True,True,True,False,True,True,False,False
GENERATE,True,True,True,True,False,True,True,True,False
GENERATE,True,True,True,True,True,False,False,False,True
GENERATE,True,True,True,True,True,False,False,True,False
GENERATE,True,True,True,True,True,False,True,False,False
GENERATE,True,True,True,True,True,False,True,True,False
GENERATE,True,True,True,True,True,True,False,False,True
GENERATE,True,True,True,True,True,True,False,True,False
GENERATE,True,True,True,True,True,True,True,False,False
GENERATE,True,True,True,True,True,True,True,True,False
MODIFY,False,False,False,False,False,False,False,False,True
MODIFY,False,False,False,False,False,False,False,True,True
MODIFY,False,False,False,False,False,False,True,False,True
MODIFY,False,False,False,False,False,False,True,True,True
MODIFY,False,False,False,False,False,True,False,False,True
MODIFY,False,False,False,False,False,True,False,True,True
MODIFY,False,False,False,False,False,True,True,False,True
MODIFY,False,False,False,False,False,True,True,True,True
MODIFY,False,False,False,False,True,False,False,False,True
MODIFY,False,False,False,False,True,False,False,True,True
MODIFY,False,False,False,False,True,False,True,False,True
MODIFY,False,False,False,False,True,False,True,True,True
MODIFY,False,False,False,False,True,True,False,False,True
MODIFY,False,False,False,False,True,True,False,True,True
MODIFY,False,False,False,False,True,True,True,False,True
MODIFY,False,False,False,False,True,True,True,True,True
MODIFY,False,False,False,True,False,False,False,False,True
MODIFY,False,False,False,True,False,False,False,True,True
MODIFY,False,False,False,True,False,False,True,False,True
MODIFY,False,False,False,True,False,False,True,True,True
MODIFY,False,False,False,True,False,True,False,False,True
MODIFY,False,False,False,True,False,True,False,True,True
MODIFY,False,False,False,True,False,True,True,False,True
MODIFY,False,False,False,True,False,True,True,True,True
MODIFY,False,False,False,True,True,False,False,False,True
MODIFY,False,False,False,True,True,False,False,True,True
MODIFY,False,False,False,True,True,False,True,False,True
MODIFY,False,False,False,True,True,False,True,True,True
MODIFY,False,False,False,True,True,True,False,False,True
MODIFY,False,False,False,True,True,True,False,True,True
MODIFY,False,False,False,True,True,True,True,False,True
MODIFY,False,False,False,True,True,True,True,True,True
MODIFY,False,False,True,False,False,False,False,False,False
MODIFY,False,False,True,False,False,False,False,True,False
MODIFY,False,False,True,False,False,False,True,False,False
MODIFY,False,False,True,False,False,False,True,True,False
MODIFY,False,False,True,False,False,True,False,False,False
MODIFY,False,False,True,False,False,True,False,True,False
MODIFY,False,False,True,False,False,True,True,False,False
MODIFY,False,False,True,False,False,True,True,True,False
MODIFY,False,False,True,False,True,False,False,False,False
MODIFY,False,False,True,False,True,False,False,True,False
MODIFY,False,False,True,False,True,False,True,False,False
MODIFY,False,False,True,False,True,False,True,True,False
MODIFY,False,False,True,False,True,True,False,False,False
MODIFY,False,False,True,False,True,True,False,True,False
MODIFY,False,False,True,False,True,True,True,False,False
MODIFY,False,False,True,False,True,True,True,True,False
MODIFY,False,False,True,True,False,False,False,False,True
MODIFY,False,False,True,True,False,False,False,True,True
MODIFY,False,False,True,True,False,False,True,False,True
MODIFY,False,False,True,True,False,False,True,True,True
MODIFY,False,False,True,True,False,True,False,False,True
MODIFY,False,False,True,True,False,True,False,True,True
MODIFY,False,False,True,True,False,True,True,False,True
MODIFY,False,False,True,True,False,True,True,True,True
MODIFY,False,False,True,True,True,False,False,False,True
MODIFY,False,False,True,True,True,False,False,True,True
MODIFY,False,False,True,True,True,False,True,False,True
MODIFY,False,False,True,True,True,False,True,True,True
MODIFY,False,False,True,True,True,True,False,False,True
MODIFY,False,False,True,True,True,True,False,True,True
MODIFY,False,False,True,True,True,True,True,False,True
MODIFY,False,False,True,True,True,True,True,True,True
MODIFY,False,True,False,False,False,False,False,False,True
MODIFY,False,True,False,False,False,False,False,True,True
MODIFY,False,True,False,False,False,False,True,False,True
MODIFY,False,True,False,False,False,False,True,True,True
MODIFY,False,True,False,False,False,True,False,False,True
MODIFY,False,True,False,False,False,True,False,True,True
MODIFY,False,True,False,False,False,True,True,False,True
MODIFY,False,True,False,False,False,True,True,True,True
MODIFY,False,True,False,False,True,False,False,False,True
MODIFY,False,True,False,False,True,False,False,True,True
MODIFY,False,True,False,False,True,False,True,False,True
MODIFY,False,True,False,False,True,False,True,True,True
MODIFY,False,True,False,False,True,True,False,False,True
MODIFY,False,True,False,False,True,True,False,True,True
MODIFY,False,True,False,False,True,True,True,False,True
MODIFY,False,True,False,False,True,True,True,True,True
MODIFY,False,True,False,True,False,False,False,False,True
MODIFY,False,True,False,True,False,False,False,True,True
MODIFY,False,True,False,True,False,False,True,False,True
MODIFY,False,True,False,True,False,False,True,True,True
MODIFY,False,True,False,True,False,True,False,False,True
MODIFY,False,True,False,True,False,True,False,True,True
MODIFY,False,True,False,True,False,True,True,False,True
MODIFY,False,True,False,True,False,True,True,True,True
MODIFY,False,True,False,True,True,False,False,False,True
MODIFY,False,True,False,True,True,False,False,True,True
MODIFY,False,True,False,True,True,False,True,False,True
MODIFY,False,True,False,True,True,False,True,True,True
MODIFY,False,True,False,True,True,True,False,False,True
MODIFY,False,True,False,True,True,True,False,True,True
MODIFY,False,True,False,True,True,True,True,False,True
MODIFY,False,True,False,True,True,True,True,True,True
MODIFY,False,True,True,False,False,False,False,False,False
MODIFY,False,True,True,False,False,False,False,True,False
MODIFY,False,True,True,False,False,False,True,False,False
MODIFY,False,True,True,False,False,False,True,True,False
MODIFY,False,True,True,False,False,True,False,False,False
MODIFY,False,True,True,False,False,True,False,True,False
MODIFY,False,True,True,False,False,True,True,False,False
MODIFY,False,True,True,False,False,True,True,True,False
MODIFY,False,True,True,False,True,False,False,False,False
MODIFY,False,True,True,False,True,False,False,True,False
MODIFY,False,True,True,False,True,False,True,False,False
MODIFY,False,True,True,False,True,False,True,True,False
MODIFY,False,True,True,False,True,True,False,False,False
MODIFY,False,True,True,False,True,True,False,True,False
MODIFY,False,True,True,False,True,True,True,False,False
MODIFY,False,True,True,False,True,True,True,True,False
MODIFY,False,True,True,True,False,False,False,False,True
MODIFY,False,True,True,True,False,False,False,True,True
MODIFY,False,True,True,True,False,False,True,False,True
MODIFY,False,True,True,True,False,False,True,True,True
MODIFY,False,True,True,True,False,True,False,False,True
MODIFY,False,True,True,True,False,True,False,True,True
MODIFY,False,True,True,True,False,True,True,False,True
MODIFY,False,True,True,True,False,True,True,True,True
MODIFY,False,True,True,True,True,False,False,False,True
MODIFY,False,True,True,True,True,False,False,True,True
MODIFY,False,True,True,True,True,False,True,False,True
MODIFY,False,True,True,True,True,False,True,True,True
MODIFY,False,True,True,True,True,True,False,False,True
MODIFY,False,True,True,True,True,True,False,True,True
MODIFY,False,True,True,True,True,True,True,False,True
MODIFY,False,True,True,True,True,True,True,True,True
MODIFY,True,False,False,False,False,False,False,False,True
MODIFY,True,False,False,False,False,False,False,True,False
MODIFY,True,False,False,False,False,False,True,False,False
MODIFY,True,False,False,False,False,False,True,True,False
MODIFY,True,False,False,False,False,True,False,False,False
MODIFY,True,False,False,False,False,True,False,True,False
MODIFY,True,False,False,False,False,True,True,False,False
MODIFY,True,False,False,False,False,True,True,True,False
MODIFY,True,False,False,False,True,False,False,False,False
MODIFY,True,False,False,False,True,False,False,True,False
MODIFY,True,False,False,False,True,False,True,False,False
MODIFY,True,False,False,False,True,False,True,True,False
MODIFY,True,False,False,False,True,True,False,False,False
MODIFY,True,False,False,False,True,True,False,True,False
MODIFY,True,False,False,False,True,True,True,False,False
MODIFY,True,False,False,False,True,True,True,True,False
MODIFY,True,False,False,True,False,False,False,False,True
MODIFY,True,False,False,True,False,False,False,True,False
MODIFY,True,False,False,True,False,False,True,False,False
MODIFY,True,False,False,True,False,False,True,True,False
MODIFY,True,False,False,True,False,True,False,False,False
MODIFY,True,False,False,True,False,True,False,True,False
MODIFY,True,False,False,True,False,True,True,False,False
MODIFY,True,False,False,True,False,True,True,True,False
MODIFY,True,False,False,True,True,False,False,False,False
MODIFY,True,False,False,True,True,False,False,True,False
MODIFY,True,False,False,True,True,False,True,False,False
MODIFY,True,False,False,True,True,False,True,True,False
MODIFY,True,False,False,True,True,True,False,False,False
MODIFY,True,False,False,True,True,True,False,True,False
MODIFY,True,False,False,True,True,True,True,False,False
MODIFY,True,False,False,True,True,True,True,True,False
MODIFY,True,False,True,False,False,False,False,False,False
MODIFY,True,False,True,False,False,False,False,True,False
MODIFY,True,False,True,False,False,False,True,False,False
MODIFY,True,False,True,False,False,False,True,True,False
MODIFY,True,False,True,False,False,True,False,False,False
MODIFY,True,False,True,False,False,True,False,True,False
MODIFY,True,False,True,False,False,True,True,False,False
MODIFY,True,False,True,False,False,True,True,True,False
MODIFY,True,False,True,False,True,False,False,False,False
MODIFY,True,False,True,False,True,False,False,True,False
MODIFY,True,False,True,False,True,False,True,False,False
MODIFY,True,False,True,False,True,False,True,True,False
MODIFY,True,False,True,False,True,True,False,False,False
MODIFY,True,False,True,False,True,True,False,True,False
MODIFY,True,False,True,False,True,True,True,False,False
MODIFY,True,False,True,False,True,True,True,True,False
MODIFY,True,False,True,True,False,False,False,False,False
MODIFY,True,False,True,True,False,False,False,True,False
MODIFY,True,False,True,True,False,False,True,False,False
MODIFY,True,False,True,True,False,False,True,True,False
MODIFY,True,False,True,True,False,True,False,False,False
MODIFY,True,False,True,True,False,True,False,True,False
MODIFY,True,False,True,True,False,True,True,False,False
MODIFY,True,False,True,True,False,True,True,True,False
MODIFY,True,False,True,True,True,False,False,False,False
MODIFY,True,False,True,True,True,False,False,True,False
MODIFY,True,False,True,True,True,False,True,False,False
MODIFY,True,False,True,True,True,False,True,True,False
MODIFY,True,False,True,True,True,True,False,False,False
MODIFY,True,False,True,True,True,True,False,True,False
MODIFY,True,False,True,True,True,True,True,False,False
MODIFY,True,False,True,True,True,True,True,True,False
MODIFY,True,True,False,False,False,False,False,False,False
MODIFY,True,True,False,False,False,False,False,True,False
MODIFY,True,True,False,False,False,False,True,False,False
MODIFY,True,True,False,False,False,False,True,True,False
MODIFY,True,True,False,False,False,True,False,False,False
MODIFY,True,True,False,False,False,True,False,True,False
MODIFY,True,True,False,False,False,True,True,False,False
MODIFY,True,True,False,False,False,True,True,True,False
MODIFY,True,True,False,False,True,False,False,False,False
MODIFY,True,True,False,False,True,False,False,True,False
MODIFY,True,True,False,False,True,False,True,False,False
MODIFY,True,True,False,False,True,False,True,True,False
MODIFY,True,True,False,False,True,True,False,False,False
MODIFY,True,True,False,False,True,True,False,True,False
MODIFY,True,True,False,False,True,True,True,False,False
MODIFY,True,True,False,False,True,True,True,True,False
MODIFY,True,True,False,True,False,False,False,False,False
MODIFY,True,True,False,True,False,False,False,True,False
MODIFY,True,True,False,True,False,False,True,False,False
MODIFY,True,True,False,True,False,False,True,True,False
MODIFY,True,True,False,True,False,True,False,False,False
MODIFY,True,True,False,True,False,True,False,True,False
MODIFY,True,True,False,True,False,True,True,False,False
MODIFY,True,True,False,True,False,True,True,True,False
MODIFY,True,True,False,True,True,False,False,False,False
MODIFY,True,True,False,True,True,False,False,True,False
MODIFY,True,True,False,True,True,False,True,False,False
MODIFY,True,True,False,True,True,False,True,True,False
MODIFY,True,True,False,True,True,True,False,False,False
MODIFY,True,True,False,True,True,True,False,True,False
MODIFY,True,True,False,True,True,True,True,False,False
MODIFY,True,True,False,True,True,True,True,True,False
MODIFY,True,True,True,False,False,False,False,False,False
MODIFY,True,True,True,False,False,False,False,True,False
MODIFY,True,True,True,False,False,False,True,False,False
MODIFY,True,True,True,False,False,False,True,True,False
MODIFY,True,True,True,False,False,True,False,False,False
MODIFY,True,True,True,False,False,True,False,True,False
MODIFY,True,True,True,False,False,True,True,False,False
MODIFY,True,True,True,False,False,True,True,True,False
MODIFY,True,True,True,False,True,False,False,False,False
MODIFY,True,True,True,False,True,False,False,True,False
MODIFY,True,True,True,False,True,False,True,False,False
MODIFY,True,True,True,False,True,False,True,True,False
MODIFY,True,True,True,False,True,True,False,False,False
MODIFY,True,True,True,False,True,True,False,True,False
MODIFY,True,True,True,False,True,True,True,False,False
MODIFY,True,True,True,False,True,True,True,True,False
MODIFY,True,True,True,True,False,False,False,False,False
MODIFY,True,True,True,True,False,False,False,True,False
MODIFY,True,True,True,True,False,False,True,False,False
MODIFY,True,True,True,True,False,False,True,True,False
MODIFY,True,True,True,True,False,True,False,False,False
MODIFY,True,True,True,True,False,True,False,True,False
MODIFY,True,True,True,True,False,True,True,False,False
MODIFY,True,True,True,True,False,True,True,True,False
MODIFY,True,True,True,True,True,False,False,False,False
MODIFY,True,True,True,True,True,False,False,True,False
MODIFY,True,True,True,True,True,False,True,False,False
MODIFY,True,True,True,True,True,False,True,True,False
MODIFY,True,True,True,True,True,True,False,False,False
MODIFY,True,True,True,True,True,True,False,True,False
MODIFY,True,True,True,True,True,True,True,False,False
MODIFY,True,True,True,True,True,True,True,True,False
QA,False,False,False,False,False,False,False,False,True
QA,False,False,False,False,False,False,False,True,True
QA,False,False,False,False,False,False,True,False,True
QA,False,False,False,False,False,False,True,True,True
QA,False,False,False,False,False,True,False,False,True
QA,False,False,False,False,False,True,False,True,True
QA,False,False,False,False,False,True,True,False,True
QA,False,False,False,False,False,True,True,True,True
QA,False,False,False,False,True,False,False,False,True
QA,False,False,False,False,True,False,False,True,True
QA,False,False,False,False,True,False,True,False,True
QA,False,False,False,False,True,False,True,True,True
QA,False,False,False,False,True,True,False,False,True
QA,False,False,False,False,True,True,False,True,True
QA,False,False,False,False,True,True,True,False,True
QA,False,False,False,False,True,True,True,True,True
QA,False,False,False,True,False,False,False,False,True
QA,False,False,False,True,False,False,False,True,True
QA,False,False,False,True,False,False,True,False,True
QA,False,False,False,True,False,False,True,True,True
QA,False,False,False,True,False,True,False,False,True
QA,False,False,False,True,False,True,False,True,True
QA,False,False,False,True,False,True,True,False,True
QA,False,False,False,True,False,True,True,True,True
QA,False,False,False,True,True,False,False,False,True
QA,False,False,False,True,True,False,False,True,True
QA,False,False,False,True,True,False,True,False,True
QA,False,False,False,True,True,False,True,True,True
QA,False,False,False,True,True,True,False,False,True
QA,False,False,False,True,True,True,False,True,True
QA,False,False,False,True,True,True,True,False,True
QA,False,False,False,True,True,True,True,True,True
QA,False,False,True,False,False,False,False,False,False
QA,False,False,True,False,False,False,False,True,False
QA,False,False,True,False,False,False,True,False,False
QA,False,False,True,False,False,False,True,True,False
QA,False,False,True,False,False,True,False,False,False
QA,False,False,True,False,False,True,False,True,False
QA,False,False,True,False,False,True,True,False,False
QA,False,False,True,False,False,True,True,True,False
QA,False,False,True,False,True,False,False,False,False
QA,False,False,True,False,True,False,False,True,False
QA,False,False,True,False,True,False,True,False,False
QA,False,False,True,False,True,False,True,True,False
QA,False,False,True,False,True,True,False,False,False
QA,False,False,True,False,True,True,False,True,False
QA,False,False,True,False,True,True,True,False,False
QA,False,False,True,False,True,True,True,True,False
QA,False,False,True,True,False,False,False,False,True
QA,False,False,True,True,False,False,False,True,True
QA,False,False,True,True,False,False,True,False,True
QA,False,False,True,True,False,False,True,True,True
QA,False,False,True,True,False,True,False,False,True
QA,False,False,True,True,False,True,False,True,True
QA,False,False,True,True,False,True,True,False,True
QA,False,False,True,True,False,True,True,True,True
QA,False,False,True,True,True,False,False,False,True
QA,False,False,True,True,True,False,False,True,True
QA,False,False,True,True,True,False,True,False,True
QA,False,False,True,True,True,False,True,True,True
QA,False,False,True,True,True,True,False,False,True
QA,False,False,True,True,True,True,False,True,True
QA,False,False,True,True,True,True,True,False,True
QA,False,False,True,True,True,True,True,True,True
QA,False,True,False,False,False,False,False,False,True
QA,False,True,False,False,False,False,False,True,True
QA,False,True,False,False,False,False,True,False,True
QA,False,True,False,False,False,False,True,True,True
QA,False,True,False,False,False,True,False,False,True
QA,False,True,False,False,False,True,False,True,True
QA,False,True,False,False,False,True,True,False,True
QA,False,True,False,False,False,True,True,True,True
QA,False,True,False,False,True,False,False,False,True
QA,False,True,False,False,True,False,False,True,True
QA,False,True,False,False,True,False,True,False,True
QA,False,True,False,False,True,False,True,True,True
QA,False,True,False,False,True,True,False,False,True
